CORPORATE_IDENTIFICATION_NUMBER,DATE_OF_REGISTRATION,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U00082KA1995PTC016961,12-01-1995,RAHELESH PROPERTIES AND FINVEST PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"10,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.40, IST FLOOR,ABSHOT LAYOUT, SANKEY ROAD,BANGALORE-560 052 SANKEY ROAD,BANGALORE-560 052 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC016984,16-01-1995,DONADONNI PROPERTIESANDFINVEST PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"305-306,HOUSE OF LORDS15-16,ST.MARKS ROAD BANGALORE 560 001 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC016985,16-01-1995,VENUGOPAL PROPERTIESANDFINVEST PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"10,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"40 IST FLOOR, ABSHOT LAYOUTSANKEY CROSS ROAD, BANGALORE 560 052 BANGALORE 560 052 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017067,30-01-1995,AR EM DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"6,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"264, 6TH CROSS, DOMLUR LAYOUTBANGALORE 71 BANGALORE 71 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017115,03-02-1995,S.U. DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",NA,Karnataka,RoC-Bangalore,NA,"12,I FLOOR,ST.PATRICKS COMPLEXRESIDENCY ROAD BANGALORE-25 BANGALORE-25 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017142,09-02-1995,SUVASTHUK BUILDERSANDPROMOTERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",NA,Karnataka,RoC-Bangalore,NA,"KRISHNA KRIPA512,B.NARAYANAPURA HOBL;I K.R.PURAM, BANGALORE-16 K.R.PURAM, BANGALORE-16 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017143,09-02-1995,H.R.PROPERTY DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"4933,11TH CROSSS.,HIGH POINTPALACE ROAD BANGALORE-1 PALACE ROAD,BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017170,13-02-1995,VANGUARD DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"98/1,I FLOOR,IST MAIN ROADSESHADRIPURAM BANGALORE-20 SESHADRIPURAM,BANGALORE-20 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017320,02-03-1995,SANKA ENTERPRISES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"214/33, 7TH CROSS, CUNNINGHAM ROAD, VASANTHANAGAR BANGALORE Karnataka INDIA 560052",Indian Non-Government Company
U00082KA1995PTC017414,20-03-1995,INDRAPRASTH DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"66/1, ANNADANAPPA LANE, AVENUE ROAD CROSS BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
U00082KA1995PTC017581,07-04-1995,BALIGA SONS DEVELOPMENTS SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"MAIN ROAD,NEAR TANK,KALLIANPUR - 576114. KALLIANPUR Karnataka INDIA 576114",Indian Non-Government Company
U00082KA1995PTC017612,18-04-1995,SUSHMITHA PROPERTY DEVELOPERS PRIVATE LIMITED.,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00",200,Karnataka,RoC-Bangalore,NA,"4/223, KUDUMAL RANGARAO ROAD, KARANGALPADI, MANGALORE Karnataka INDIA 575005",Indian Non-Government Company
U00082KA1995PTC017625,19-04-1995,DOMAIN DEVELOPMENTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"6,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.814, 10TH CROSS, INDIRANAGAR, II STAGE, BANGALORE Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017662,24-04-1995,VAJRA DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"67, SANGEETH, FLAT NO.21,4TH MAIN, 18TH CROSS, MALLESWARAM, BANGALORE Karnataka INDIA 560055",Indian Non-Government Company
U00082KA1995PTC017695,27-04-1995,ALINTECH PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.5, 7TH MAIN ROAD, NANDIDURG ROAD EXTENTION, BANGALORE Karnataka INDIA 560046",Indian Non-Government Company
U00082KA1995PTC017758,05-05-1995,LABDHEE COLONIZERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"LABDHEE COLONIZERS PRIVATE LIMITED,67,2 FLOOR SAGAR MARKET BANGALORE Karnataka INDIA 560053",Indian Non-Government Company
U00082KA1995PTC017866,25-05-1995,RADIANT RESORTS AND DVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",700,Karnataka,RoC-Bangalore,NA,"7/1,PALMGROVE ROAD7TH CROSS,VICTORIA LAY OUT BANGALORE-47 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017881,26-05-1995,STAR GOOD WILL INVESTMENTS AND PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"131/1,WHEELR ROAD,COX TOWNBANGALORE-5 BANGALORE-5 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017896,29-05-1995,SGN BUILDERSANDDEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,SONARUPA PAPER MARTBIJAPUR BIJAPUR Karnataka INDIA,Indian Non-Government Company
U00082KA1995PTC017904,29-05-1995,TRINITY GARDENS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","1,000,000.00",Karnataka,RoC-Bangalore,NA,"514,CMH ROADINDIRANGAR,BANGALORE-38 INDIRANGAR,BANGALORE-38 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017906,30-05-1995,PATARAO PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"8,5TH CROSS,VICTORIA LAY OUTBANGALORE-47 BANGALORE-47 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC017937,01-06-1995,PARTHA ESTATE DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"2182,3RD CROSS,B.M.KAVAL LAY OUT,HAL II STAGE BANGALORE-75 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC018048,15-06-1995,RAJESH HOMES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",20,Karnataka,RoC-Bangalore,NA,BATAVIA CHAMBERS KUMARKRUPA ROAD . BANGALORE Karnataka INDIA 560001,Indian Non-Government Company
U00082KA1995PTC018062,16-06-1995,PAYYADE CONSTRUCTIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,446 3RD LINK ROAD 3RD BLOCK JAYANAGAR . BANGALORE Karnataka INDIA 560011,Indian Non-Government Company
U00082KA1995PTC018069,19-06-1995,SHAMANUR AND KAP DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","50,000.00",Karnataka,RoC-Bangalore,NA,19 SHIVASHANKER PLAZA RICHMOND CIRCLE BANGALORE Karnataka INDIA 560027,Indian Non-Government Company
U00082KA1995PTC018119,23-06-1995,PROPMART DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,244 RAHEJA ARCADE KORAMANGALA BANGALORE Karnataka INDIA 560095,Indian Non-Government Company
U00082KA1995PTC018149,26-06-1995,SRI MATHA ESTATE DEVELOPERS AND INVESTORS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","103,000.00",Karnataka,RoC-Bangalore,NA,503 MANIPAL CENTRE 47 DICKENSON ROAD BANGALORE Karnataka INDIA 560042,Indian Non-Government Company
U00082KA1995PTC018170,29-06-1995,GAYATHRI BUILDERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,2A NANAPPA ROAD FIRST FLOOR SHANTHINAGAR BANGALORE Karnataka INDIA 560027,Indian Non-Government Company
U00082KA1995PTC018658,28-08-1995,SWAGATH PROMOTERS AND DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","30,000.00",Karnataka,RoC-Bangalore,NA,NO 359 UPSTAIRS 5TH MAIN ROAD VIJAYANAGAR II STAGE BANGALORE Karnataka INDIA 560040,Indian Non-Government Company
U00082KA1995PTC018807,25-09-1995,SHOHA DEVELOPERS AND FINANCE PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"NO.II,3RD MAIN ,ANAYAPPABLOCK OFF: SERPENTINE ROAD, K.P.WEST, BANGALORE -20. Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC018839,26-09-1995,SIGNET DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"19,JUBILEE LAY OUT,BEHINDBLOOMING DALES LAY OUT KASWANHALLI,VARTHUR,HOBLI BANGALORE Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019069,27-10-1995,SOUTH GATES VILLAS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"SURVEY NO.6/1&6/2,AMBALIPURA,BELANDUR GATE SARJAPUR ROAD BANGALORE Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019169,15-11-1995,GATEWAY DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","40,000.00",Karnataka,RoC-Bangalore,NA,"1,HAUDIN HOUSE,5HAUDIN ROAD,BANGALORE-42 BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019240,22-11-1995,ALIGN PROPERTY DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"468,3RD A MAIN,II STAGEINDIRANAGAR,BANGALORE-38 INDIRANAGAR,BANGALORE-38 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019302,1-12-1995,SACRED REALTORS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",20,Karnataka,RoC-Bangalore,NA,"112/114,DODANNA INDL.ESTATENEAR PEENYA II STAGE BANGALORE-91 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019317,4-12-1995,EPHRAIN DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"A3,UAS STAFF QUARTERSHEBBAL,BANGALORE-24 HEBBAL,BANGALORE-24 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019344,7-12-1995,WELCOME HAND DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00",20,Karnataka,RoC-Bangalore,NA,"K.C.N APARTMENTS,212ND FLOOR,YAMUNABAI ROAD MADHAVANAGAR,BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019423,18-12-1995,PROP INVEST FINANCIAL SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"92, 3RD CROSS, LAVELLE ROAD,BANGALORE 1 BANGALORE 1 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019424,18-12-1995,SHAHEED BUILDERS AND DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"45/73, V. ROAD,NANDIDURGA EXTENSION, BANGALORE 46. Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019450,21-12-1995,PRAKRUTHI CREATIVE ESTATES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"25,PRASHANT EXTN,WHITEFIELDBANGALORE-66 BANGALORE-66 Karnataka INDIA",Indian Non-Government Company
U00082KA1995PTC019473,26-12-1995,AVALON ESTATE PROMOTERS ANDDEVELOPERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","293,560.00",Karnataka,RoC-Bangalore,NA,"1223,4TH CROSS,IST MAIN,NEW THIPPASANDRA BANGALORE-75 Karnataka INDIA",Indian Non-Government Company
U00082KA1995ULT019220,20-11-1995,NISARGA PROMOTERS PRIVATE LIMITED,STRIKE OFF,Private,Unlimited Company,"500,000.00",400,Karnataka,RoC-Bangalore,NA,"65,SANNIDI ROAD,BASAVANGUDI,BANGALORE 560 004 Karnataka INDIA",Subsidiary of Foreign Company
U00082KA1996PTC019510,01-01-1996,MIVAN (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",20,Karnataka,RoC-Bangalore,NA,"LOVELOCK &LEWEIS,14TH FLOORC WING,MITTAL TOWERS 47/6.M.G.ROAD,BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019544,04-01-1996,PEREGRIEN PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019545,04-01-1996,ELPIN PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019546,04-01-1996,ANSON PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019547,04-01-1996,ORCHARD PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019548,04-01-1996,TUCAN PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR, EMBASSY POINT,150 INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019549,04-01-1996,TANGLIN PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150 INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019550,04-01-1996,GRACE PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019551,04-01-1996,CANARY PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR,EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019583,16-01-1996,OVOBEL PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","300,000.00",Karnataka,RoC-Bangalore,NA,"984,12TH MAIN, IST CROSS,HAL II STAGE,INDIRANAGAR, BANGALORE- 560 008. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019838,15-02-1996,RAGCHAND PROPERTY DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"540/1, G.M. COMPLEX,9TH CROSS7TH BLOCK KANAKPURA ROAD(WEST) BANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019845,15-02-1996,VISA PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"JANSONS BUILDING,II FLOOR,NO.75-76 COMMERCIAL STREET, BANGALORE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019846,15-02-1996,HEMA PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"JANSONS BUILDING, III FLOOR,NO.75-76 COMMERCIAL STREET, BANGALOE-560 001. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019849,15-02-1996,MANJULA PROPERTIES AND DEVELOPMENTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"III FLOOR,NO.3,APPAJI RAO LANE,C.T.STREET, CROSS BANGALORE-560002. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019851,15-02-1996,THANDUR PROPERTIES AND DEVELOPMENTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"5,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.590, 21ST MAIN,4TH 'T'BLOCKJAYANAGAR BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019895,22-02-1996,BROWN ENTRADE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"G-001,GROUND FLOOR,NO.8, DASSAPPA ALYOUT, RAMAKRISHNA ROAD,COX TOWN, Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019929,28-02-1996,INTERCON PROPERTY HOLDING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.101, REGENCY ENCLAVE,4, MAGRATH ROAD, BANGALORE-25 BANGALORE-25 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC019993,06-03-1996,ACQUA CROSS DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"3,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.5, BRUNTAN ROAD CROSS,BANGALORE-25 BANGALORE-25 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC020128,22-03-1996,LDCS PROPERTIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"300,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.116,4TH MAIN, MUNESHWARABLOCK, NANDINI NAGAR, MAHALAKSHMI PURAM,BANGALORE-86 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC020132,25-03-1996,LARK PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"108, GARDEN APARTMENTS,21, VITTAL MALLYA ROAD, BANGALORE-1 BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC020329,19-04-1996,ARVI RELATORS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"16/22, BINNY CRESCENT,BENSON TOWN, BANGALORE 560 046. BANGALORE 560 046. Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC020887,26-07-1996,SAPTHASHREE ESTATES AND INVESTMENTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","25,000.00",Karnataka,RoC-Bangalore,NA,"NO.1540-T, 39TH CROSS,23RD MAIN, 'T' NLOCK JAYNAGAR BANGALORE-41 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC020951,07-08-1996,SHALIMAR ASSOCIATES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","11,000.00",Karnataka,RoC-Bangalore,NA,"SAW MILL COMPOUND,AMBEDKAR MEDICAL COLLEGE, K.G. HALLI,BANGALORE.45 Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC021268,11-10-1996,VISWA PRAKRUTHI BUILDERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00","150,000.00",Karnataka,RoC-Bangalore,NA,"NO.3/1, P&T COLONY, RT NAGAR,BANGALORE BANGALORE Karnataka INDIA 560032",Indian Non-Government Company
U00082KA1996PTC021445,29-11-1996,LAND SHINE DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",300,Karnataka,RoC-Bangalore,NA,"ABHILASH NO.4071, MVI ROAD,VIJAYANAGAR BANGALORE VIJAYANAGARBANGALORE Karnataka INDIA 563114",Indian Non-Government Company
U00082KA1996PTC021450,2-12-1996,SHREESATHYA DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,"NO.4, ABHISHEK COMPLEX,17TH CROSS, MALLESWARAM, BANGALORE BANGALORE Karnataka INDIA 560003",Indian Non-Government Company
U00082KA1996PTC021473,6-12-1996,ALPINE ESTATES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.7, HOTEL KAMADENU ANNEXE,TRINITY CIRCLE M.G. ROAD, BANGALORE-8. BANGALORE Karnataka INDIA 560008",Indian Non-Government Company
U00082KA1996PTC021521,19-12-1996,MADURA PROPERTIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"E-1, LIGOURI COURT,7, PALMGROVE ROAD, VICTORIA LAYOUT, BANGALORE-47. VICTORIA LAYOUTBANGALORE Karnataka INDIA 560047",Indian Non-Government Company
U00082KA1996PTC021537,20-12-1996,AMOGHA BUILDERS AND DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",500,Karnataka,RoC-Bangalore,NA,"TF-7, BUSINESS POINT,BRIGADE ROAD, BANGALORE-25. BRIGADE ROADBANGALORE Karnataka INDIA",Indian Non-Government Company
U00082KA1996PTC021551,24-12-1996,BACK HOME CARE SERVICES (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,"NO.4, BLOCK.I, DASAPPA LAYOUT,RAMAMURTHY NAGAR BANGALORE-16 BANGALORE Karnataka INDIA 560016",Indian Non-Government Company
U00082KA1997PTC021634,13-01-1997,ULLAS DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"2-8-594-4, ULLAS KAPIKAD BEJAIMANGALORE-575004 MANGALORE-575004 Karnataka INDIA",Indian Non-Government Company
U00082KA1997PTC021653,16-01-1997,EAKTA PROPERTIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"862-E,7TH CROSS,III MAIN3RD BLOCK,KORAMANGALA BANGALORE-34 BANGALORE Karnataka INDIA 560034",Indian Non-Government Company
U00082KA1997PTC021671,20-01-1997,JAY SURYA PROPERTY DEVELOPERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"56,II MAIN ROAD,KEB LAY OUTBTM IST STAGE BANGALORE-76 BTM IST STAGE,BANGALORE-76 Karnataka INDIA",Indian Non-Government Company
U00082KA1997PTC022354,09-06-1997,EMBASSY PROMOTERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"IST FLOOR, EMBASSY POINT,150,INFANTRY ROAD, BANGALORE-560 001. BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00082KA1997PTC022449,26-06-1997,M.C.AMUSEMENT PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"12/7,SAMSON COMPLEXMISSION ROAD,BANGALORE-27 MISSION ROAD,BANGALORE-27 Karnataka INDIA",Indian Non-Government Company
U00082KA1997PTC022984,5-11-1997,LITTLE HEAVEN DEVELOPERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","90,000.00",Karnataka,RoC-Bangalore,NA,"236,2 FLOOR,RAMAIAH PLAZA,11T11TH MAIN,JAYANAGAR,IV T BLOCK BANGALORE Karnataka INDIA 560041",Indian Non-Government Company
U00084KA1996PTC019948,29-02-1996,RAGCHAND ASSOCIATES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.2927. 14TH CROSS,K.R.ROAD, BANGALORE.70. K.R.ROAD, BANGALORE.70. Karnataka INDIA",Indian Non-Government Company
U00089KA1994PTC016125,23-08-1994,DGSL SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"116,SIDDAPURA,WHITE FIELD ROADBANGALORE-66 BANGALORE Karnataka INDIA 560086",Indian Non-Government Company
U00092KA1947PLC000484,18-06-1947,CHANDRAKALA STUDIOS LIMITED,DISSOLVED,Public,Company Limited by Shares,"1,000.00",NA,Karnataka,RoC-Bangalore,NA,Jigina Industrial Area Anakel Bangalore Karnataka INDIA,Indian Non-Government Company
